league,season,date,home_team,away_team,odds_home,odds_draw,odds_away,control_score_10,chaos_score_10,likely_1x2,confidence,model_home_prob,model_draw_prob,model_away_prob,over25_signal,btts_signal,both_over,both_btts,data_warning,probability_profile,home_stats_n,away_stats_n,home_ppg,away_ppg,home_over25_rate,away_over25_rate,home_btts_rate,away_btts_rate,mode,matchday,cutoff_date,train_rows,test_group_size,model_name,model_trained_ok,model_error,recommended_market_type,recommended_market_subtype,recommended_market_read,recommendation_strength,risk_note,league_profile,league_adjusted_strength,league_profile_note,league_warning_flags,league_preferred_subtype,league_suppressed_subtype,actual_result,actual_home_goals,actual_away_goals,actual_total_goals,actual_over25,actual_under25,actual_under35,actual_btts,type_success,subtype_success,month,odds_bucket,ctrl_bucket,chaos_bucket,fav_side,season_phase
Eredivisie,2022,2022-11-06,Utrecht,Groningen,1.66,4.0,5.0,5.96,3.88,Home,MEDIUM,0.8015,0.0631,0.1354,unclear,unclear,False,False,False,,10,10,1.6,1.1,0.6,0.5,0.6,0.5,walk_forward,2022-11-06,2022-11-06,110,5,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,2.0,1.0,3.0,1,0,1,1,True,True,2022-11,strong_fav (1.5-2.0),medium (5-7),low (<4),HOME_FAVORITE,mid
Eredivisie,2022,2022-11-06,Twente,Go Ahead Eagles,1.36,5.0,8.5,6.76,3.6,Home,MEDIUM,0.8419,0.0494,0.1087,unclear,unclear,False,False,False,,10,10,1.9,1.3,0.6,0.4,0.3,0.6,walk_forward,2022-11-06,2022-11-06,110,5,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,D,1.0,1.0,2.0,0,1,1,1,True,True,2022-11,heavy_fav (<=1.5),medium (5-7),low (<4),HOME_FAVORITE,mid
Eredivisie,2022,2022-11-06,Waalwijk,AZ Alkmaar,4.0,4.0,1.8,5.93,5.05,Home,MEDIUM,0.6064,0.011,0.3827,OVER likely,BTTS YES likely,True,True,False,,10,10,1.2,2.0,0.7,0.7,0.6,0.8,walk_forward,2022-11-06,2022-11-06,110,5,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,LOW,league_goal_profile_supports_signal,eredivisie_goals,SUPPRESSED,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",Eredivisie: BOTH_OVER25_BTTS unreliable even in goals league.,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,3.0,1.0,4.0,1,0,0,1,True,True,2022-11,strong_fav (1.5-2.0),medium (5-7),medium (4-6),AWAY_FAVORITE,mid
Eredivisie,2022,2022-11-09,Ajax,Vitesse,1.12,10.0,15.0,7.82,4.25,Home,HIGH,0.9396,0.0596,0.0008,OVER likely,unclear,True,False,False,,10,10,2.2,1.1,0.7,0.7,0.6,0.4,walk_forward,2022-11-09,2022-11-09,115,1,logistic_regression,True,,BTTS_OVER,OVER_25,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,D,2.0,2.0,4.0,1,0,0,1,True,True,2022-11,heavy_fav (<=1.5),high (7-10),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2022,2022-11-10,Feyenoord,Cambuur,1.2,7.0,12.0,8.13,3.1,Draw,HIGH,0.2141,0.7775,0.0084,unclear,unclear,False,False,False,,10,10,2.3,0.7,0.5,0.5,0.5,0.2,walk_forward,2022-11-10,2022-11-10,116,1,logistic_regression,True,,DIRECTION,NONE,draw_direction,HIGH,higher_control_lower_chaos_direction,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,1.0,0.0,1.0,0,1,1,0,False,,2022-11,heavy_fav (<=1.5),high (7-10),low (<4),HOME_FAVORITE,mid
Eredivisie,2022,2022-11-11,Sparta Rotterdam,Twente,2.9,3.5,2.37,4.0,4.29,Away,MEDIUM,0.3248,0.0336,0.6416,OVER likely,unclear,False,False,False,,10,10,2.2,2.0,0.8,0.6,0.5,0.4,walk_forward,2022-11-11,2022-11-11,117,1,logistic_regression,True,,BTTS_OVER,OVER_25,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,D,1.0,1.0,2.0,0,1,1,1,True,False,2022-11,medium_fav (2.0-2.5),low (3-5),medium (4-6),AWAY_FAVORITE,mid
Eredivisie,2022,2022-11-12,Volendam,Utrecht,3.8,4.0,1.85,6.72,4.35,Away,MEDIUM,0.1933,0.0584,0.7482,unclear,BTTS YES likely,False,True,False,,10,10,0.2,1.9,0.6,0.6,0.7,0.6,walk_forward,2022-11-12,2022-11-12,118,3,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,A,0.0,4.0,4.0,1,0,0,0,True,False,2022-11,strong_fav (1.5-2.0),medium (5-7),medium (4-6),AWAY_FAVORITE,mid
Eredivisie,2022,2022-11-12,FC Emmen,Ajax,9.5,5.5,1.3,7.7,4.42,Away,HIGH,0.052,0.0834,0.8646,OVER likely,unclear,False,False,False,,10,10,0.6,2.0,0.5,0.8,0.4,0.7,walk_forward,2022-11-12,2022-11-12,118,3,logistic_regression,True,,BTTS_OVER,OVER_25,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,D,3.0,3.0,6.0,1,0,0,1,True,True,2022-11,heavy_fav (<=1.5),high (7-10),medium (4-6),AWAY_FAVORITE,mid
Eredivisie,2022,2022-11-12,PSV Eindhoven,AZ Alkmaar,1.5,4.5,6.5,6.23,5.25,Home,MEDIUM,0.8817,0.0931,0.0252,OVER likely,BTTS YES likely,True,True,False,,10,10,2.1,1.7,0.8,0.8,0.6,0.9,walk_forward,2022-11-12,2022-11-12,118,3,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,LOW,league_goal_profile_supports_signal,eredivisie_goals,SUPPRESSED,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",Eredivisie: BOTH_OVER25_BTTS unreliable even in goals league.,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,A,0.0,1.0,1.0,0,1,1,0,False,False,2022-11,heavy_fav (<=1.5),medium (5-7),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2022,2022-11-13,Nijmegen,Waalwijk,2.05,3.6,3.5,5.05,4.7,Draw,MEDIUM,0.1547,0.6132,0.2321,unclear,BTTS YES likely,False,False,False,,10,10,1.0,1.5,0.2,0.8,0.5,0.7,walk_forward,2022-11-13,2022-11-13,121,5,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,6.0,1.0,7.0,1,0,0,1,True,True,2022-11,medium_fav (2.0-2.5),medium (5-7),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2022,2022-11-13,Groningen,For Sittard,2.05,3.6,3.5,4.95,4.2,Away,MEDIUM,0.1042,0.0817,0.8141,unclear,BTTS YES likely,False,True,False,,10,10,0.8,1.2,0.6,0.4,0.6,0.6,walk_forward,2022-11-13,2022-11-13,121,5,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,A,2.0,3.0,5.0,1,0,0,1,True,,2022-11,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2022,2022-11-13,Heerenveen,Cambuur,1.8,3.8,4.33,6.23,2.95,Away,MEDIUM,0.0669,0.1251,0.808,unclear,unclear,False,False,False,,10,10,1.5,0.4,0.5,0.4,0.5,0.1,walk_forward,2022-11-13,2022-11-13,121,5,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,2.0,1.0,3.0,1,0,1,1,True,True,2022-11,strong_fav (1.5-2.0),medium (5-7),low (<4),HOME_FAVORITE,mid
Eredivisie,2022,2022-11-13,Feyenoord,Excelsior,1.12,9.5,15.0,8.32,3.88,Home,MEDIUM,0.5644,0.4325,0.0031,unclear,unclear,False,False,False,,10,10,2.3,0.7,0.5,0.6,0.5,0.6,walk_forward,2022-11-13,2022-11-13,121,5,logistic_regression,True,,OBSERVE_ONLY,NONE,mixed_signal_observe,LOW,diagnostic_only,eredivisie_goals,LOW,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,5.0,1.0,6.0,1,0,0,1,,,2022-11,heavy_fav (<=1.5),high (7-10),low (<4),HOME_FAVORITE,mid
Eredivisie,2022,2022-11-13,Go Ahead Eagles,Vitesse,2.45,3.5,2.8,3.82,4.71,Draw,LOW,0.1988,0.4118,0.3894,unclear,BTTS YES likely,False,False,False,,10,10,1.4,1.2,0.4,0.7,0.7,0.5,walk_forward,2022-11-13,2022-11-13,121,5,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,D,2.0,2.0,4.0,1,0,0,1,True,True,2022-11,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2022,2023-01-06,Twente,FC Emmen,1.4,4.33,7.5,7.17,3.95,Draw,HIGH,0.0005,0.9994,0.0001,unclear,unclear,False,False,False,,10,10,1.8,0.7,0.5,0.5,0.5,0.5,walk_forward,2023-01-06,2023-01-06,126,1,logistic_regression,True,,OBSERVE_ONLY,NONE,mixed_signal_observe,LOW,diagnostic_only,eredivisie_goals,LOW,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,2.0,0.0,2.0,0,1,1,0,,,2023-01,heavy_fav (<=1.5),high (7-10),low (<4),HOME_FAVORITE,mid
Eredivisie,2022,2023-01-07,Waalwijk,Heerenveen,2.5,3.5,2.7,3.6,4.76,Home,LOW,0.9917,0.0018,0.0065,OVER likely,BTTS YES likely,False,False,False,,10,10,1.4,1.5,0.8,0.5,0.7,0.5,walk_forward,2023-01-07,2023-01-07,127,4,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,SUPPRESSED,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",Eredivisie: BOTH_OVER25_BTTS unreliable even in goals league.,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,D,0.0,0.0,0.0,0,1,1,0,False,False,2023-01,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2022,2023-01-07,AZ Alkmaar,Vitesse,1.53,4.5,5.5,6.46,4.98,Home,MEDIUM,0.9704,0.0141,0.0155,OVER likely,BTTS YES likely,True,False,False,,10,10,1.9,1.2,0.8,0.7,0.8,0.5,walk_forward,2023-01-07,2023-01-07,127,4,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,SUPPRESSED,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",Eredivisie: BOTH_OVER25_BTTS unreliable even in goals league.,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,D,1.0,1.0,2.0,0,1,1,1,True,False,2023-01,strong_fav (1.5-2.0),medium (5-7),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2022,2023-01-07,For Sittard,Go Ahead Eagles,2.55,3.4,2.7,3.38,4.8,Home,LOW,0.8466,0.0547,0.0988,unclear,BTTS YES likely,False,True,False,,10,10,1.5,1.5,0.4,0.5,0.6,0.8,walk_forward,2023-01-07,2023-01-07,127,4,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,A,0.0,2.0,2.0,0,1,1,0,False,False,2023-01,no_clear_fav (>2.5),low (3-5),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2022,2023-01-07,PSV Eindhoven,Sparta Rotterdam,1.22,7.0,11.0,6.69,4.48,Home,MEDIUM,0.9204,0.0726,0.0069,OVER likely,unclear,True,False,False,,10,10,1.8,2.0,0.7,0.8,0.5,0.6,walk_forward,2023-01-07,2023-01-07,127,4,logistic_regression,True,,BTTS_OVER,OVER_25,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,D,0.0,0.0,0.0,0,1,1,0,False,False,2023-01,heavy_fav (<=1.5),medium (5-7),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2022,2023-01-08,Nijmegen,Ajax,6.5,6.0,1.36,6.76,4.95,Away,NO-CONFIDENCE,0.2766,0.3443,0.379,unclear,BTTS YES likely,False,False,False,,10,10,1.2,1.8,0.3,0.9,0.5,0.8,walk_forward,2023-01-08,2023-01-08,131,4,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,D,1.0,1.0,2.0,0,1,1,1,True,True,2023-01,heavy_fav (<=1.5),medium (5-7),medium (4-6),AWAY_FAVORITE,mid
