league,season,date,home_team,away_team,odds_home,odds_draw,odds_away,control_score_10,chaos_score_10,likely_1x2,confidence,model_home_prob,model_draw_prob,model_away_prob,over25_signal,btts_signal,both_over,both_btts,data_warning,probability_profile,home_stats_n,away_stats_n,home_ppg,away_ppg,home_over25_rate,away_over25_rate,home_btts_rate,away_btts_rate,mode,matchday,cutoff_date,train_rows,test_group_size,model_name,model_trained_ok,model_error,recommended_market_type,recommended_market_subtype,recommended_market_read,recommendation_strength,risk_note,league_profile,league_adjusted_strength,league_profile_note,league_warning_flags,league_preferred_subtype,league_suppressed_subtype,actual_result,actual_home_goals,actual_away_goals,actual_total_goals,actual_over25,actual_under25,actual_under35,actual_btts,type_success,subtype_success,month,odds_bucket,ctrl_bucket,chaos_bucket,fav_side,season_phase
2. Bundesliga,2022,2022-10-22,Bielefeld,St Pauli,3.0,3.5,2.3,4.17,4.51,Away,MEDIUM,0.4089,0.0372,0.5539,unclear,BTTS YES likely,False,False,False,,10,10,0.8,1.0,0.5,0.6,0.7,0.5,walk_forward,2022-10-22,2022-10-22,110,4,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,bundesliga2_goals_volatile,MEDIUM,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",H,2.0,0.0,2.0,0,1,1,0,False,False,2022-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),AWAY_FAVORITE,mid
2. Bundesliga,2022,2022-10-22,Braunschweig,Paderborn,3.75,3.8,1.9,5.6,4.73,Away,MEDIUM,0.1063,0.2135,0.6802,OVER likely,BTTS YES likely,False,False,False,,10,10,1.5,2.2,0.6,0.8,0.7,0.5,walk_forward,2022-10-22,2022-10-22,110,4,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,bundesliga2_goals_volatile,SUPPRESSED,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,2.Bundesliga: UNDER_35/BOTH_OVER25_BTTS have poor evidence in this goals+volatile league.,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",D,0.0,0.0,0.0,0,1,1,0,False,False,2022-10,strong_fav (1.5-2.0),medium (5-7),medium (4-6),AWAY_FAVORITE,mid
2. Bundesliga,2022,2022-10-22,Nurnberg,Hannover,2.0,3.6,3.75,5.57,3.63,Away,MEDIUM,0.2145,0.208,0.5775,unclear,unclear,False,False,False,,10,10,1.0,1.9,0.5,0.6,0.3,0.6,walk_forward,2022-10-22,2022-10-22,110,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,bundesliga2_goals_volatile,HIGH,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",D,0.0,0.0,0.0,0,1,1,0,True,True,2022-10,strong_fav (1.5-2.0),medium (5-7),low (<4),HOME_FAVORITE,mid
2. Bundesliga,2022,2022-10-23,Hamburg,Magdeburg,1.5,4.75,6.0,7.33,3.15,Home,HIGH,0.8356,0.0066,0.1577,unclear,unclear,False,False,False,,10,10,2.2,0.7,0.4,0.6,0.4,0.4,walk_forward,2022-10-23,2022-10-23,114,3,logistic_regression,True,,DIRECTION,DIRECTION_HOME,home_direction,HIGH,higher_control_lower_chaos_direction,bundesliga2_goals_volatile,HIGH,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",A,2.0,3.0,5.0,1,0,0,1,False,False,2022-10,heavy_fav (<=1.5),high (7-10),low (<4),HOME_FAVORITE,mid
2. Bundesliga,2022,2022-10-23,Heidenheim,Greuther Furth,2.0,3.6,3.6,5.17,6.1,Draw,MEDIUM,0.4159,0.5558,0.0283,OVER likely,BTTS YES likely,False,True,False,,10,10,1.4,0.9,0.6,0.8,0.6,1.0,walk_forward,2022-10-23,2022-10-23,114,3,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,LOW,goals_signal_with_control_not_required,bundesliga2_goals_volatile,SUPPRESSED,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,2.Bundesliga: UNDER_35/BOTH_OVER25_BTTS have poor evidence in this goals+volatile league.,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",H,3.0,1.0,4.0,1,0,0,1,True,True,2022-10,strong_fav (1.5-2.0),medium (5-7),high (6-10),HOME_FAVORITE,mid
2. Bundesliga,2022,2022-10-23,Karlsruhe,Fortuna Dusseldorf,2.37,3.5,3.0,4.4,4.19,Away,MEDIUM,0.449,0.0401,0.511,unclear,unclear,False,False,False,,10,10,1.7,1.1,0.6,0.6,0.5,0.5,walk_forward,2022-10-23,2022-10-23,114,3,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,bundesliga2_goals_volatile,HIGH,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",A,0.0,2.0,2.0,0,1,1,0,False,,2022-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,mid
2. Bundesliga,2022,2022-10-28,Greuther Furth,Bielefeld,2.05,3.6,3.5,4.85,5.53,Home,MEDIUM,0.627,0.115,0.258,OVER likely,BTTS YES likely,False,True,False,,10,10,0.8,1.1,0.9,0.4,1.0,0.6,walk_forward,2022-10-28,2022-10-28,117,2,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,LOW,goals_signal_with_control_not_required,bundesliga2_goals_volatile,SUPPRESSED,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,2.Bundesliga: UNDER_35/BOTH_OVER25_BTTS have poor evidence in this goals+volatile league.,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",H,1.0,0.0,1.0,0,1,1,0,False,False,2022-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,mid
2. Bundesliga,2022,2022-10-28,Magdeburg,Heidenheim,2.8,3.6,2.3,4.67,4.67,Away,MEDIUM,0.1609,0.0107,0.8285,OVER likely,unclear,False,False,False,,10,10,1.0,1.7,0.6,0.7,0.4,0.7,walk_forward,2022-10-28,2022-10-28,117,2,logistic_regression,True,,BTTS_OVER,OVER_25,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,bundesliga2_goals_volatile,MEDIUM,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",D,1.0,1.0,2.0,0,1,1,1,True,False,2022-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),AWAY_FAVORITE,mid
2. Bundesliga,2022,2022-10-29,St Pauli,Darmstadt,2.6,3.5,2.6,4.47,4.56,Away,LOW,0.2517,0.3279,0.4204,unclear,unclear,False,False,False,,10,10,1.0,2.2,0.5,0.6,0.4,0.7,walk_forward,2022-10-29,2022-10-29,119,4,logistic_regression,True,,OBSERVE_ONLY,NONE,mixed_signal_observe,LOW,diagnostic_only,bundesliga2_goals_volatile,LOW,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",D,1.0,1.0,2.0,0,1,1,1,,,2022-10,no_clear_fav (>2.5),low (3-5),medium (4-6),NO_CLEAR_FAVORITE,mid
2. Bundesliga,2022,2022-10-29,Regensburg,Hansa Rostock,2.25,3.4,3.2,4.38,3.45,Draw,MEDIUM,0.1299,0.7556,0.1144,unclear,unclear,False,False,False,,10,10,1.1,0.8,0.6,0.5,0.2,0.4,walk_forward,2022-10-29,2022-10-29,119,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,bundesliga2_goals_volatile,HIGH,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",A,0.0,3.0,3.0,1,0,1,0,False,False,2022-10,medium_fav (2.0-2.5),low (3-5),low (<4),HOME_FAVORITE,mid
2. Bundesliga,2022,2022-10-29,Kaiserslautern,Nurnberg,2.25,3.5,3.1,4.28,3.99,Draw,MEDIUM,0.4298,0.5136,0.0566,unclear,unclear,False,False,False,,10,10,1.2,1.0,0.5,0.5,0.6,0.3,walk_forward,2022-10-29,2022-10-29,119,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,bundesliga2_goals_volatile,HIGH,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",D,0.0,0.0,0.0,0,1,1,0,True,True,2022-10,medium_fav (2.0-2.5),low (3-5),low (<4),HOME_FAVORITE,mid
2. Bundesliga,2022,2022-10-29,Holstein Kiel,Fortuna Dusseldorf,2.5,3.6,2.7,3.6,4.55,Home,LOW,0.8161,0.0662,0.1177,unclear,BTTS YES likely,False,False,False,,10,10,1.5,1.4,0.6,0.6,0.7,0.5,walk_forward,2022-10-29,2022-10-29,119,4,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,bundesliga2_goals_volatile,MEDIUM,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",A,1.0,2.0,3.0,1,0,1,1,True,True,2022-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,mid
2. Bundesliga,2022,2022-10-30,Hannover,Karlsruhe,2.4,3.5,2.87,4.13,3.76,Away,LOW,0.3315,0.2211,0.4474,unclear,unclear,False,False,False,,10,10,2.0,1.6,0.5,0.6,0.5,0.4,walk_forward,2022-10-30,2022-10-30,123,3,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,bundesliga2_goals_volatile,HIGH,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",H,1.0,0.0,1.0,0,1,1,0,True,,2022-10,medium_fav (2.0-2.5),low (3-5),low (<4),HOME_FAVORITE,mid
2. Bundesliga,2022,2022-10-30,Paderborn,Hamburg,2.25,3.8,2.9,4.18,3.83,Away,MEDIUM,0.2433,0.2451,0.5115,unclear,unclear,False,False,False,,10,10,2.0,1.9,0.7,0.5,0.4,0.5,walk_forward,2022-10-30,2022-10-30,123,3,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,bundesliga2_goals_volatile,HIGH,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",A,2.0,3.0,5.0,1,0,0,1,True,,2022-10,medium_fav (2.0-2.5),low (3-5),low (<4),HOME_FAVORITE,mid
2. Bundesliga,2022,2022-10-30,Sandhausen,Braunschweig,2.75,3.25,2.62,4.22,4.86,Away,MEDIUM,0.0805,0.0748,0.8448,unclear,BTTS YES likely,False,True,False,,10,10,0.6,1.6,0.5,0.6,0.6,0.7,walk_forward,2022-10-30,2022-10-30,123,3,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,bundesliga2_goals_volatile,MEDIUM,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",D,2.0,2.0,4.0,1,0,0,1,True,True,2022-10,no_clear_fav (>2.5),low (3-5),medium (4-6),AWAY_FAVORITE,mid
2. Bundesliga,2022,2022-11-04,Darmstadt,Hannover,1.7,3.75,5.0,5.37,4.49,Draw,MEDIUM,0.0749,0.8464,0.0787,unclear,BTTS YES likely,False,False,False,,10,10,2.0,2.0,0.5,0.5,0.8,0.5,walk_forward,2022-11-04,2022-11-04,126,2,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,bundesliga2_goals_volatile,MEDIUM,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",H,1.0,0.0,1.0,0,1,1,0,False,False,2022-11,strong_fav (1.5-2.0),medium (5-7),medium (4-6),HOME_FAVORITE,mid
2. Bundesliga,2022,2022-11-04,Hansa Rostock,Sandhausen,1.9,3.5,4.0,5.3,4.04,Home,MEDIUM,0.9053,0.005,0.0897,unclear,unclear,False,False,False,,10,10,1.1,0.7,0.5,0.5,0.4,0.6,walk_forward,2022-11-04,2022-11-04,126,2,logistic_regression,True,,OBSERVE_ONLY,NONE,mixed_signal_observe,LOW,diagnostic_only,bundesliga2_goals_volatile,LOW,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",A,0.0,1.0,1.0,0,1,1,0,,,2022-11,strong_fav (1.5-2.0),medium (5-7),medium (4-6),HOME_FAVORITE,mid
2. Bundesliga,2022,2022-11-05,Karlsruhe,Holstein Kiel,2.15,3.75,3.3,4.42,4.07,Away,MEDIUM,0.0059,0.0092,0.9849,unclear,unclear,False,False,False,,10,10,1.3,1.2,0.5,0.6,0.3,0.8,walk_forward,2022-11-05,2022-11-05,128,4,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,bundesliga2_goals_volatile,HIGH,2.Bundesliga combines goals and volatility. AVOID is the strongest subtype (86.7%). UNDER_35 is suppressed due to higher-scoring nature. BTTS_OVER acceptable cautiously; BOTH_OVER25_BTTS unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","UNDER_35, BOTH_OVER25_BTTS",A,1.0,4.0,5.0,1,0,0,1,True,,2022-11,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,mid
