league,season,date,home_team,away_team,odds_home,odds_draw,odds_away,control_score_10,chaos_score_10,likely_1x2,confidence,model_home_prob,model_draw_prob,model_away_prob,over25_signal,btts_signal,both_over,both_btts,data_warning,probability_profile,home_stats_n,away_stats_n,home_ppg,away_ppg,home_over25_rate,away_over25_rate,home_btts_rate,away_btts_rate,mode,matchday,cutoff_date,train_rows,test_group_size,model_name,model_trained_ok,model_error,recommended_market_type,recommended_market_subtype,recommended_market_read,recommendation_strength,risk_note,league_profile,league_adjusted_strength,league_profile_note,league_warning_flags,league_preferred_subtype,league_suppressed_subtype,actual_result,actual_home_goals,actual_away_goals,actual_total_goals,actual_over25,actual_under25,actual_under35,actual_btts,type_success,subtype_success,month,odds_bucket,ctrl_bucket,chaos_bucket,fav_side,season_phase
Eredivisie,2023,2023-11-26,Sparta Rotterdam,Utrecht,2.38,3.5,2.8,4.28,3.94,Draw,MEDIUM,0.2761,0.5254,0.1985,unclear,unclear,False,False,False,,10,10,1.4,0.9,0.5,0.5,0.5,0.5,walk_forward,2023-11-26,2023-11-26,111,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,A,1.0,2.0,3.0,1,0,1,1,False,False,2023-11,medium_fav (2.0-2.5),low (3-5),low (<4),HOME_FAVORITE,mid
Eredivisie,2023,2023-11-26,Nijmegen,Go Ahead Eagles,2.4,3.6,2.75,4.43,4.88,Draw,MEDIUM,0.035,0.9476,0.0173,OVER likely,unclear,False,False,False,,10,10,1.1,1.8,0.7,0.6,0.7,0.4,walk_forward,2023-11-26,2023-11-26,111,4,logistic_regression,True,,BTTS_OVER,OVER_25,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,D,1.0,1.0,2.0,0,1,1,1,True,False,2023-11,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2023,2023-11-26,Almere City,Heracles,1.91,3.75,3.75,5.28,5.04,Draw,LOW,0.4827,0.4947,0.0226,OVER likely,BTTS YES likely,False,False,False,,10,10,1.3,0.9,0.5,0.9,0.5,0.7,walk_forward,2023-11-26,2023-11-26,111,4,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,LOW,league_goal_profile_supports_signal,eredivisie_goals,SUPPRESSED,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",Eredivisie: BOTH_OVER25_BTTS unreliable even in goals league.,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,A,0.0,5.0,5.0,1,0,0,0,True,False,2023-11,strong_fav (1.5-2.0),medium (5-7),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2023,2023-11-26,AZ Alkmaar,Volendam,1.17,7.5,15.0,8.1,4.15,Home,HIGH,0.9539,0.04,0.0061,unclear,unclear,False,False,False,,10,10,2.3,0.8,0.5,0.7,0.4,0.7,walk_forward,2023-11-26,2023-11-26,111,4,logistic_regression,True,,OBSERVE_ONLY,NONE,mixed_signal_observe,LOW,diagnostic_only,eredivisie_goals,LOW,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,3.0,0.0,3.0,1,0,1,0,,,2023-11,heavy_fav (<=1.5),high (7-10),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2023,2023-12-01,Heerenveen,Almere City,1.67,4.0,5.0,5.74,4.12,Away,MEDIUM,0.1738,0.0662,0.7599,OVER likely,unclear,False,False,False,,10,10,1.0,1.3,0.8,0.5,0.5,0.4,walk_forward,2023-12-01,2023-12-01,115,1,logistic_regression,True,,BTTS_OVER,OVER_25,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,3.0,0.0,3.0,1,0,1,0,True,True,2023-12,strong_fav (1.5-2.0),medium (5-7),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2023,2023-12-02,Volendam,Zwolle,2.6,3.75,2.55,3.68,4.89,Home,LOW,0.5206,0.2335,0.2459,OVER likely,BTTS YES likely,False,True,False,,10,10,0.8,1.1,0.8,0.6,0.7,0.6,walk_forward,2023-12-02,2023-12-02,116,4,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,A,0.0,5.0,5.0,1,0,0,0,True,,2023-12,no_clear_fav (>2.5),low (3-5),medium (4-6),AWAY_FAVORITE,mid
Eredivisie,2023,2023-12-02,For Sittard,Vitesse,2.0,3.6,3.6,4.97,3.7,Home,MEDIUM,0.8156,0.012,0.1724,unclear,unclear,False,False,False,,10,10,0.8,0.5,0.7,0.5,0.3,0.4,walk_forward,2023-12-02,2023-12-02,116,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,3.0,1.0,4.0,1,0,0,1,True,True,2023-12,strong_fav (1.5-2.0),low (3-5),low (<4),HOME_FAVORITE,mid
Eredivisie,2023,2023-12-02,Waalwijk,Excelsior,2.05,4.0,3.25,4.75,4.0,Home,MEDIUM,0.5387,0.0363,0.425,unclear,unclear,False,False,False,,10,10,1.2,1.0,0.5,0.7,0.3,0.7,walk_forward,2023-12-02,2023-12-02,116,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,D,2.0,2.0,4.0,1,0,0,1,True,True,2023-12,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2023,2023-12-02,Heracles,Sparta Rotterdam,2.7,3.6,2.45,3.82,4.75,Home,LOW,0.5142,0.1995,0.2863,OVER likely,unclear,False,False,False,,10,10,0.9,1.1,0.9,0.5,0.6,0.5,walk_forward,2023-12-02,2023-12-02,116,4,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,A,0.0,1.0,1.0,0,1,1,0,True,,2023-12,medium_fav (2.0-2.5),low (3-5),medium (4-6),AWAY_FAVORITE,mid
Eredivisie,2023,2023-12-03,Feyenoord,PSV Eindhoven,2.2,3.6,3.0,4.5,4.65,Away,MEDIUM,0.0422,0.0227,0.9351,OVER likely,unclear,True,False,False,,10,10,2.7,3.0,0.8,1.0,0.6,0.3,walk_forward,2023-12-03,2023-12-03,120,4,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,A,1.0,2.0,3.0,1,0,1,1,False,,2023-12,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2023,2023-12-03,Go Ahead Eagles,Twente,3.8,4.0,1.85,5.22,3.98,Draw,MEDIUM,0.348,0.5169,0.1351,unclear,unclear,False,False,False,,10,10,1.6,1.8,0.5,0.6,0.4,0.5,walk_forward,2023-12-03,2023-12-03,120,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_X2,away_or_draw_X2,MEDIUM,favorite_direction_but_control_below_hard_1x2,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,A,1.0,3.0,4.0,1,0,0,1,True,True,2023-12,strong_fav (1.5-2.0),medium (5-7),low (<4),AWAY_FAVORITE,mid
Eredivisie,2023,2023-12-03,Nijmegen,Ajax,4.33,4.33,1.7,5.47,5.2,Draw,MEDIUM,0.0045,0.9922,0.0033,OVER likely,BTTS YES likely,False,True,False,,10,10,1.2,1.1,0.6,0.8,0.7,0.6,walk_forward,2023-12-03,2023-12-03,120,4,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,LOW,league_goal_profile_supports_signal,eredivisie_goals,SUPPRESSED,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",Eredivisie: BOTH_OVER25_BTTS unreliable even in goals league.,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,A,1.0,2.0,3.0,1,0,1,1,True,True,2023-12,strong_fav (1.5-2.0),medium (5-7),medium (4-6),AWAY_FAVORITE,mid
Eredivisie,2023,2023-12-03,Utrecht,AZ Alkmaar,4.0,3.75,1.83,6.16,3.87,Away,MEDIUM,0.0069,0.2036,0.7895,unclear,unclear,False,False,False,,10,10,1.2,2.3,0.6,0.5,0.6,0.3,walk_forward,2023-12-03,2023-12-03,120,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_X2,away_or_draw_X2,MEDIUM,favorite_direction_but_control_below_hard_1x2,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,D,1.0,1.0,2.0,0,1,1,1,True,True,2023-12,strong_fav (1.5-2.0),medium (5-7),low (<4),AWAY_FAVORITE,mid
Eredivisie,2023,2023-12-06,AZ Alkmaar,Nijmegen,1.25,6.0,10.0,7.62,4.62,Home,MEDIUM,0.5054,0.4287,0.0659,unclear,BTTS YES likely,False,False,False,,10,10,2.1,0.9,0.5,0.6,0.4,0.8,walk_forward,2023-12-06,2023-12-06,124,2,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,A,1.0,2.0,3.0,1,0,1,1,True,True,2023-12,heavy_fav (<=1.5),high (7-10),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2023,2023-12-06,Waalwijk,Ajax,4.75,4.33,1.6,5.6,4.3,Away,MEDIUM,0.0334,0.098,0.8686,OVER likely,unclear,False,False,False,,10,10,1.3,1.3,0.5,0.9,0.4,0.7,walk_forward,2023-12-06,2023-12-06,124,2,logistic_regression,True,,BTTS_OVER,OVER_25,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,A,2.0,3.0,5.0,1,0,0,1,True,True,2023-12,strong_fav (1.5-2.0),medium (5-7),medium (4-6),AWAY_FAVORITE,mid
Eredivisie,2023,2023-12-07,PSV Eindhoven,Heerenveen,1.18,7.0,13.0,8.28,4.45,Home,LOW,0.4515,0.38,0.1685,OVER likely,unclear,True,False,False,,10,10,3.0,1.3,1.0,0.8,0.4,0.4,walk_forward,2023-12-07,2023-12-07,126,2,logistic_regression,True,,BTTS_OVER,OVER_25,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,2.0,0.0,2.0,0,1,1,0,False,False,2023-12,heavy_fav (<=1.5),high (7-10),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2023,2023-12-07,Feyenoord,Volendam,1.06,12.0,26.0,8.46,4.8,Home,HIGH,0.9945,0.0008,0.0047,OVER likely,BTTS YES likely,True,True,False,,10,10,2.4,0.8,0.8,0.8,0.6,0.6,walk_forward,2023-12-07,2023-12-07,126,2,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,SUPPRESSED,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",Eredivisie: BOTH_OVER25_BTTS unreliable even in goals league.,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,3.0,1.0,4.0,1,0,0,1,True,True,2023-12,heavy_fav (<=1.5),high (7-10),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2023,2023-12-08,Twente,Excelsior,1.22,6.5,12.0,7.19,4.87,Home,HIGH,0.8929,0.0511,0.0561,OVER likely,BTTS YES likely,False,False,False,,10,10,1.8,1.1,0.6,0.7,0.5,0.7,walk_forward,2023-12-08,2023-12-08,128,1,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,SUPPRESSED,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",Eredivisie: BOTH_OVER25_BTTS unreliable even in goals league.,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,4.0,2.0,6.0,1,0,0,1,True,True,2023-12,heavy_fav (<=1.5),high (7-10),medium (4-6),HOME_FAVORITE,mid
Eredivisie,2023,2023-12-09,AZ Alkmaar,Almere City,1.18,7.0,15.0,7.08,3.83,Home,HIGH,0.9047,0.0119,0.0835,unclear,unclear,False,False,False,,10,10,1.8,1.3,0.6,0.5,0.5,0.3,walk_forward,2023-12-09,2023-12-09,129,3,logistic_regression,True,,OBSERVE_ONLY,NONE,mixed_signal_observe,LOW,diagnostic_only,eredivisie_goals,LOW,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,4.0,1.0,5.0,1,0,0,1,,,2023-12,heavy_fav (<=1.5),high (7-10),low (<4),HOME_FAVORITE,mid
Eredivisie,2023,2023-12-09,Ajax,Sparta Rotterdam,1.4,4.75,7.5,6.37,4.3,Away,LOW,0.4736,0.0444,0.482,OVER likely,unclear,False,False,False,,10,10,1.6,1.3,0.9,0.5,0.7,0.4,walk_forward,2023-12-09,2023-12-09,129,3,logistic_regression,True,,BTTS_OVER,OVER_25,goals_profile_preferred_over_hard_1x2,MEDIUM,league_goal_profile_supports_signal,eredivisie_goals,HIGH,"Eredivisie is a high-scoring, volatile goals league. OVER_25 is viable here (65.5%) unlike most other leagues. BOTH_OVER25_BTTS remains unreliable even in this goals context.",,"OVER_25, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2",BOTH_OVER25_BTTS,H,2.0,1.0,3.0,1,0,1,1,True,True,2023-12,heavy_fav (<=1.5),medium (5-7),medium (4-6),HOME_FAVORITE,mid
